00:00:03.199	00:00:06.389	mirror
00:00:06.399	00:00:06.879	mirror
00:00:06.879	00:00:07.759	mirror
00:00:07.759	00:00:08.000	on
00:00:08.000	00:00:08.240	the
00:00:08.240	00:00:09.120	wall
00:00:09.120	00:00:09.519	who's
00:00:09.519	00:00:09.750	the
00:00:09.760	00:00:10.559	fairest
00:00:10.559	00:00:10.880	of
00:00:10.880	00:00:11.200	them
00:00:11.200	00:00:13.040	all
00:00:13.040	00:00:14.549	hey
00:00:14.559	00:00:14.799	it's
00:00:14.799	00:00:14.960	the
00:00:14.960	00:00:15.280	new
00:00:15.280	00:00:16.400	girl
00:00:16.400	00:00:17.039	hello
00:00:17.039	00:00:17.279	i'm
00:00:17.279	00:00:18.550	elena
00:00:18.560	00:00:18.800	come
00:00:18.800	00:00:19.439	in
00:00:19.439	00:00:19.680	come
00:00:19.680	00:00:21.910	in
00:00:21.920	00:00:22.160	so
00:00:22.160	00:00:22.400	good
00:00:22.400	00:00:22.560	to
00:00:22.560	00:00:22.800	see
00:00:22.800	00:00:22.960	you
00:00:22.960	00:00:24.320	elena
00:00:24.320	00:00:24.720	i'm
00:00:24.720	00:00:25.589	agatha
00:00:25.599	00:00:26.080	agatha
00:00:26.080	00:00:27.039	johnson
00:00:27.039	00:00:27.359	pleased
00:00:27.359	00:00:27.439	to
00:00:27.439	00:00:27.599	meet
00:00:27.599	00:00:27.840	you
00:00:27.840	00:00:28.230	mrs
00:00:28.240	00:00:29.359	johnson
00:00:29.359	00:00:29.840	welcome
00:00:29.840	00:00:30.000	to
00:00:30.000	00:00:30.240	the
00:00:30.240	00:00:30.800	johnson
00:00:30.800	00:00:32.000	family
00:00:32.000	00:00:32.870	um
00:00:32.880	00:00:33.200	i
00:00:33.200	00:00:33.520	come
00:00:33.520	00:00:33.760	from
00:00:33.760	00:00:35.040	madrid
00:00:35.040	00:00:35.680	oh
00:00:35.680	00:00:35.840	no
00:00:35.840	00:00:37.030	no
00:00:37.040	00:00:38.239	welcome
00:00:38.239	00:00:38.559	to
00:00:38.559	00:00:39.040	the
00:00:39.040	00:00:40.000	johnson
00:00:40.000	00:00:41.750	family
00:00:41.760	00:00:42.000	my
00:00:42.000	00:00:42.719	family
00:00:42.719	00:00:42.960	is
00:00:42.960	00:00:43.200	in
00:00:43.200	00:00:44.399	spain
00:00:44.399	00:00:45.350	yes
00:00:45.360	00:00:45.600	yes
00:00:45.600	00:00:45.840	i
00:00:45.840	00:00:47.120	know
00:00:47.120	00:00:47.280	you
00:00:47.280	00:00:47.600	must
00:00:47.600	00:00:47.840	be
00:00:47.840	00:00:48.239	tired
00:00:48.239	00:00:48.480	after
00:00:48.480	00:00:48.709	your
00:00:48.719	00:00:49.120	long
00:00:49.120	00:00:50.549	journey
00:00:50.559	00:00:51.199	sorry
00:00:51.199	00:00:51.440	i
00:00:51.440	00:00:51.760	don't
00:00:51.760	00:00:52.559	understand
00:00:52.559	00:00:53.360	my
00:00:53.360	00:00:53.760	english
00:00:53.760	00:00:53.910	is
00:00:53.920	00:00:54.160	not
00:00:54.160	00:00:54.399	very
00:00:54.399	00:00:56.470	good
00:00:56.480	00:00:57.600	you
00:00:57.600	00:00:58.160	must
00:00:58.160	00:01:00.470	be
00:01:00.480	00:01:02.160	tired
00:01:02.160	00:01:03.440	after
00:01:03.440	00:01:04.869	your
00:01:04.879	00:01:06.000	journey
00:01:06.000	00:01:06.640	yes
00:01:06.640	00:01:06.960	very
00:01:06.960	00:01:07.990	tired
00:01:08.000	00:01:08.320	very
00:01:08.320	00:01:08.640	long
00:01:08.640	00:01:09.439	journey
00:01:09.439	00:01:11.030	yes
00:01:11.040	00:01:11.360	well
00:01:11.360	00:01:12.000	now
00:01:12.000	00:01:12.240	let's
00:01:12.240	00:01:12.560	sit
00:01:12.560	00:01:12.880	down
00:01:12.880	00:01:13.520	together
00:01:13.520	00:01:13.910	oh
00:01:13.920	00:01:14.159	thank
00:01:14.159	00:01:17.270	you
00:01:17.280	00:01:17.520	is
00:01:17.520	00:01:18.080	everything
00:01:18.080	00:01:18.240	all
00:01:18.240	00:01:19.360	right
00:01:19.360	00:01:19.920	everything
00:01:19.920	00:01:20.070	is
00:01:20.080	00:01:20.320	all
00:01:20.320	00:01:20.870	right
00:01:20.880	00:01:21.360	mrs
00:01:21.360	00:01:22.320	johnson
00:01:22.320	00:01:22.799	no
00:01:22.799	00:01:23.520	you
00:01:23.520	00:01:23.920	call
00:01:23.920	00:01:24.469	me
00:01:24.479	00:01:25.520	agatha
00:01:25.520	00:01:25.920	ah
00:01:25.920	00:01:26.159	all
00:01:26.159	00:01:26.640	right
00:01:26.640	00:01:26.880	thank
00:01:26.880	00:01:27.040	you
00:01:27.040	00:01:27.910	agatha
00:01:27.920	00:01:28.240	you're
00:01:28.240	00:01:28.640	part
00:01:28.640	00:01:28.720	of
00:01:28.720	00:01:28.960	the
00:01:28.960	00:01:29.439	family
00:01:29.439	00:01:30.880	now
00:01:30.880	00:01:31.510	the
00:01:31.520	00:01:31.920	part
00:01:31.920	00:01:32.079	of
00:01:32.079	00:01:32.240	the
00:01:32.240	00:01:33.600	family
00:01:33.600	00:01:35.590	yes
00:01:35.600	00:01:36.000	my
00:01:36.000	00:01:36.960	family
00:01:36.960	00:01:37.200	my
00:01:37.200	00:01:38.159	brother
00:01:38.159	00:01:38.630	oh
00:01:38.640	00:01:39.040	me
00:01:39.040	00:01:40.000	oh
00:01:40.000	00:01:40.560	um
00:01:40.560	00:01:40.720	i
00:01:40.720	00:01:41.119	have
00:01:41.119	00:01:41.439	four
00:01:41.439	00:01:42.950	brothers
00:01:42.960	00:01:43.280	four
00:01:43.280	00:01:44.399	brothers
00:01:44.399	00:01:45.200	wow
00:01:45.200	00:01:45.439	wow
00:01:45.439	00:01:45.759	that's
00:01:45.759	00:01:46.310	nice
00:01:46.320	00:01:46.560	they're
00:01:46.560	00:01:46.880	big
00:01:46.880	00:01:47.520	boys
00:01:47.520	00:01:48.640	really
00:01:48.640	00:01:48.799	what
00:01:48.799	00:01:49.109	about
00:01:49.119	00:01:50.159	sisters
00:01:50.159	00:01:50.399	i
00:01:50.399	00:01:50.640	also
00:01:50.640	00:01:51.119	have
00:01:51.119	00:01:51.439	three
00:01:51.439	00:01:52.240	sisters
00:01:52.240	00:01:52.840	oh
00:01:52.840	00:01:53.920	dear
00:01:53.920	00:01:54.310	that's
00:01:54.320	00:01:54.479	too
00:01:54.479	00:01:55.910	many
00:01:55.920	00:01:56.159	my
00:01:56.159	00:01:56.640	family
00:01:56.640	00:01:56.880	is
00:01:56.880	00:01:57.040	a
00:01:57.040	00:01:57.360	very
00:01:57.360	00:01:58.159	big
00:01:58.159	00:01:58.479	many
00:01:58.479	00:01:59.670	people
00:01:59.680	00:02:00.000	yes
00:02:00.000	00:02:01.040	elena
00:02:01.040	00:02:01.439	that's
00:02:01.439	00:02:02.399	nice
00:02:02.399	00:02:02.719	you
00:02:02.719	00:02:03.040	have
00:02:03.040	00:02:03.280	a
00:02:03.280	00:02:03.590	big
00:02:03.600	00:02:04.640	family
00:02:04.640	00:02:04.880	i
00:02:04.880	00:02:05.119	have
00:02:05.119	00:02:05.360	a
00:02:05.360	00:02:06.000	small
00:02:06.000	00:02:07.910	family
00:02:07.920	00:02:08.080	now
00:02:08.080	00:02:08.319	an
00:02:08.319	00:02:08.800	extra
00:02:08.800	00:02:09.360	person
00:02:09.360	00:02:09.920	me
00:02:09.920	00:02:10.800	yes
00:02:10.800	00:02:11.440	elena
00:02:11.440	00:02:11.670	you're
00:02:11.680	00:02:11.920	one
00:02:11.920	00:02:12.000	of
00:02:12.000	00:02:12.160	the
00:02:12.160	00:02:12.640	family
00:02:12.640	00:02:13.270	now
00:02:13.280	00:02:13.520	thank
00:02:13.520	00:02:13.760	you
00:02:13.760	00:02:14.319	agatha
00:02:14.319	00:02:14.800	that's
00:02:14.800	00:02:16.000	nice
00:02:16.000	00:02:16.239	well
00:02:16.239	00:02:16.790	now
00:02:16.800	00:02:17.120	it's
00:02:17.120	00:02:17.360	tea
00:02:17.360	00:02:18.239	time
00:02:18.239	00:02:18.800	oh
00:02:18.800	00:02:20.150	good
00:02:20.160	00:02:20.480	one
00:02:20.480	00:02:20.720	cup
00:02:20.720	00:02:21.040	of
00:02:21.040	00:02:21.520	tea
00:02:21.520	00:02:21.760	two
00:02:21.760	00:02:22.080	cups
00:02:22.080	00:02:22.319	of
00:02:22.319	00:02:23.510	tea
00:02:23.520	00:02:24.480	yes
00:02:24.480	00:02:24.800	that's
00:02:24.800	00:02:26.080	right
00:02:26.080	00:02:26.319	i'll
00:02:26.319	00:02:26.480	take
00:02:26.480	00:02:26.640	your
00:02:26.640	00:02:26.959	bags
00:02:26.959	00:02:27.110	to
00:02:27.120	00:02:27.280	your
00:02:27.280	00:02:27.830	room
00:02:27.840	00:02:28.080	then
00:02:28.080	00:02:28.239	go
00:02:28.239	00:02:28.480	into
00:02:28.480	00:02:28.640	the
00:02:28.640	00:02:31.110	kitchen
00:02:31.120	00:02:31.519	what
00:02:31.519	00:02:31.840	what
00:02:31.840	00:02:32.319	heavy
00:02:32.319	00:02:33.599	bags
00:02:33.599	00:02:34.080	yes
00:02:34.080	00:02:34.400	many
00:02:34.400	00:02:35.030	bags
00:02:35.040	00:02:35.440	no
00:02:35.440	00:02:35.840	no
00:02:35.840	00:02:36.080	it's
00:02:36.080	00:02:36.400	a
00:02:36.400	00:02:37.120	heavy
00:02:37.120	00:02:37.440	heavy
00:02:37.440	00:02:38.070	bags
00:02:38.080	00:02:38.319	oh
00:02:38.319	00:02:39.120	yes
00:02:39.120	00:02:39.920	heavy
00:02:39.920	00:02:40.239	very
00:02:40.239	00:02:40.560	heavy
00:02:40.560	00:02:42.390	bags
00:02:42.400	00:02:43.599	okay
00:02:43.599	00:02:43.760	i'll
00:02:43.760	00:02:43.920	be
00:02:43.920	00:02:44.160	right
00:02:44.160	00:02:45.589	back
00:02:45.599	00:02:48.840	all
00:02:48.840	00:03:02.830	right
00:03:02.840	00:03:08.949	hmm
00:03:08.959	00:03:09.360	here
00:03:09.360	00:03:09.760	we
00:03:09.760	00:03:10.959	are
00:03:10.959	00:03:11.680	t
00:03:11.680	00:03:12.390	four
00:03:12.400	00:03:12.879	two
00:03:12.879	00:03:13.200	thank
00:03:13.200	00:03:16.869	you
00:03:16.879	00:03:17.120	milk
00:03:17.120	00:03:17.280	and
00:03:17.280	00:03:18.000	sugar
00:03:18.000	00:03:18.400	yes
00:03:18.400	00:03:21.990	please
00:03:22.000	00:03:22.400	have
00:03:22.400	00:03:22.640	a
00:03:22.640	00:03:23.519	biscuit
00:03:23.519	00:03:23.760	they're
00:03:23.760	00:03:24.879	homemade
00:03:24.879	00:03:25.270	no
00:03:25.280	00:03:25.519	thank
00:03:25.519	00:03:27.519	you
00:03:27.519	00:03:27.840	now
00:03:27.840	00:03:28.000	you
00:03:28.000	00:03:28.470	must
00:03:28.480	00:03:28.720	tell
00:03:28.720	00:03:29.120	me
00:03:29.120	00:03:29.599	about
00:03:29.599	00:03:30.959	yourself
00:03:30.959	00:03:31.280	your
00:03:31.280	00:03:32.710	family
00:03:32.720	00:03:33.920	mom
00:03:33.920	00:03:35.440	dad
00:03:35.440	00:03:35.680	i
00:03:35.680	00:03:36.000	have
00:03:36.000	00:03:36.319	four
00:03:36.319	00:03:37.589	brothers
00:03:37.599	00:03:38.000	and
00:03:38.000	00:03:38.640	three
00:03:38.640	00:03:40.630	sisters
00:03:40.640	00:03:41.280	well
00:03:41.280	00:03:41.599	i'm
00:03:41.599	00:03:41.760	a
00:03:41.760	00:03:42.720	student
00:03:42.720	00:03:42.879	and
00:03:42.879	00:03:43.120	i
00:03:43.120	00:03:43.360	go
00:03:43.360	00:03:43.599	to
00:03:43.599	00:03:43.750	a
00:03:43.760	00:03:44.239	language
00:03:44.239	00:03:44.949	school
00:03:44.959	00:03:45.280	to
00:03:45.280	00:03:46.080	study
00:03:46.080	00:03:47.120	english
00:03:47.120	00:03:48.229	yes
00:03:48.239	00:03:48.480	my
00:03:48.480	00:03:48.959	english
00:03:48.959	00:03:49.120	is
00:03:49.120	00:03:49.280	not
00:03:49.280	00:03:49.519	very
00:03:49.519	00:03:50.000	good
00:03:50.000	00:03:50.799	no
00:03:50.799	00:03:51.120	no
00:03:51.120	00:03:51.360	no
00:03:51.360	00:03:51.750	no
00:03:51.760	00:03:52.159	it's
00:03:52.159	00:03:52.879	quite
00:03:52.879	00:03:54.159	good
00:03:54.159	00:03:54.560	where
00:03:54.560	00:03:54.720	is
00:03:54.720	00:03:54.879	the
00:03:54.879	00:03:55.910	school
00:03:55.920	00:03:56.239	it's
00:03:56.239	00:03:56.560	near
00:03:56.560	00:03:57.040	here
00:03:57.040	00:03:57.599	on
00:03:57.599	00:03:58.239	exeter
00:03:58.239	00:03:59.190	avenue
00:03:59.200	00:03:59.599	that's
00:03:59.599	00:04:00.080	very
00:04:00.080	00:04:01.120	close
00:04:01.120	00:04:02.710	good
00:04:02.720	00:04:03.120	just
00:04:03.120	00:04:03.439	10
00:04:03.439	00:04:04.560	minutes
00:04:04.560	00:04:04.799	oh
00:04:04.799	00:04:05.120	that's
00:04:05.120	00:04:06.869	easy
00:04:06.879	00:04:08.560	perhaps
00:04:08.560	00:04:09.200	victor
00:04:09.200	00:04:09.680	could
00:04:09.680	00:04:10.080	take
00:04:10.080	00:04:10.949	you
00:04:10.959	00:04:11.360	by
00:04:11.360	00:04:12.560	car
00:04:12.560	00:04:13.200	victor
00:04:13.200	00:04:13.519	who's
00:04:13.519	00:04:14.229	victor
00:04:14.239	00:04:14.400	my
00:04:14.400	00:04:15.519	brother
00:04:15.519	00:04:15.840	your
00:04:15.840	00:04:17.590	brother
