00:00:01.010	00:00:03.199	[Music]
00:00:03.199	00:00:03.600	hi
00:00:03.600	00:00:03.840	i'm
00:00:03.840	00:00:04.160	mark
00:00:04.160	00:00:05.040	ryder
00:00:05.040	00:00:05.440	ah
00:00:05.440	00:00:05.680	you're
00:00:05.680	00:00:05.759	the
00:00:05.759	00:00:05.910	new
00:00:05.920	00:00:06.480	marketing
00:00:06.480	00:00:07.190	director
00:00:07.200	00:00:07.440	that's
00:00:07.440	00:00:07.919	right
00:00:07.919	00:00:08.080	i'm
00:00:08.080	00:00:08.400	nicole
00:00:08.400	00:00:08.559	de
00:00:08.559	00:00:08.720	la
00:00:08.720	00:00:08.960	croix
00:00:08.960	00:00:09.110	i'm
00:00:09.120	00:00:09.440	ali's
00:00:09.440	00:00:09.920	personal
00:00:09.920	00:00:11.030	assistant
00:00:11.040	00:00:11.360	welcome
00:00:11.360	00:00:11.519	to
00:00:11.519	00:00:12.000	paris
00:00:12.000	00:00:12.240	thank
00:00:12.240	00:00:12.880	you
00:00:12.880	00:00:13.040	i'll
00:00:13.040	00:00:13.190	just
00:00:13.200	00:00:13.440	tell
00:00:13.440	00:00:13.679	ali
00:00:13.679	00:00:14.920	you're
00:00:14.920	00:00:16.550	here
00:00:16.560	00:00:17.760	ali
00:00:17.760	00:00:18.160	mark
00:00:18.160	00:00:18.560	ryder
00:00:18.560	00:00:18.640	is
00:00:18.640	00:00:20.150	here
00:00:20.160	00:00:23.039	okay
00:00:23.039	00:00:23.279	you're
00:00:23.279	00:00:23.600	from
00:00:23.600	00:00:23.840	san
00:00:23.840	00:00:24.480	francisco
00:00:24.480	00:00:24.630	aren't
00:00:24.640	00:00:24.880	you
00:00:24.880	00:00:25.119	yes
00:00:25.119	00:00:25.359	i
00:00:25.359	00:00:25.990	am
00:00:26.000	00:00:26.400	hello
00:00:26.400	00:00:27.680	mark
00:00:27.680	00:00:28.320	ali
00:00:28.320	00:00:28.480	it's
00:00:28.480	00:00:28.640	good
00:00:28.640	00:00:28.720	to
00:00:28.720	00:00:28.880	see
00:00:28.880	00:00:29.029	you
00:00:29.039	00:00:29.279	again
00:00:29.279	00:00:29.439	how
00:00:29.439	00:00:29.599	are
00:00:29.599	00:00:29.990	you
00:00:30.000	00:00:30.240	very
00:00:30.240	00:00:31.199	well
00:00:31.199	00:00:31.359	did
00:00:31.359	00:00:31.519	you
00:00:31.519	00:00:31.599	have
00:00:31.599	00:00:31.679	a
00:00:31.679	00:00:31.920	good
00:00:31.920	00:00:32.630	journey
00:00:32.640	00:00:32.960	yes
00:00:32.960	00:00:33.200	fine
00:00:33.200	00:00:33.440	no
00:00:33.440	00:00:35.750	problems
00:00:35.760	00:00:35.920	let
00:00:35.920	00:00:36.079	me
00:00:36.079	00:00:36.480	introduce
00:00:36.480	00:00:36.559	you
00:00:36.559	00:00:36.719	to
00:00:36.719	00:00:36.800	the
00:00:36.800	00:00:37.440	team
00:00:37.440	00:00:37.910	you've
00:00:37.920	00:00:38.160	met
00:00:38.160	00:00:38.640	nicole
00:00:38.640	00:00:38.800	my
00:00:38.800	00:00:39.200	personal
00:00:39.200	00:00:39.750	assistant
00:00:39.760	00:00:40.000	yes
00:00:40.000	00:00:40.160	we've
00:00:40.160	00:00:40.320	said
00:00:40.320	00:00:41.280	hello
00:00:41.280	00:00:41.680	this
00:00:41.680	00:00:42.000	is
00:00:42.000	00:00:42.229	jacques
00:00:42.239	00:00:42.879	lumetra
00:00:42.879	00:00:42.879	our
00:00:42.879	00:00:43.360	rpr
00:00:43.360	00:00:44.069	director
00:00:44.079	00:00:44.239	how
00:00:44.239	00:00:44.399	do
00:00:44.399	00:00:44.559	you
00:00:44.559	00:00:44.879	do
00:00:44.879	00:00:45.120	mark
00:00:45.120	00:00:45.440	ryder
00:00:45.440	00:00:45.600	how
00:00:45.600	00:00:45.680	do
00:00:45.680	00:00:45.760	you
00:00:45.760	00:00:46.229	do
00:00:46.239	00:00:46.480	and
00:00:46.480	00:00:46.640	this
00:00:46.640	00:00:46.800	is
00:00:46.800	00:00:47.039	ben
00:00:47.039	00:00:47.280	watts
00:00:47.280	00:00:47.440	our
00:00:47.440	00:00:47.990	designer
00:00:48.000	00:00:48.239	hi
00:00:48.239	00:00:48.559	mark
00:00:48.559	00:00:48.719	great
00:00:48.719	00:00:48.800	to
00:00:48.800	00:00:48.960	meet
00:00:48.960	00:00:49.120	you
00:00:49.120	00:00:49.440	ben
00:00:49.440	00:00:49.590	we've
00:00:49.600	00:00:49.760	heard
00:00:49.760	00:00:49.840	a
00:00:49.840	00:00:50.000	lot
00:00:50.000	00:00:50.239	about
00:00:50.239	00:00:50.559	you
00:00:50.559	00:00:51.110	really
00:00:51.120	00:00:51.280	all
00:00:51.280	00:00:51.520	good
00:00:51.520	00:00:51.600	i
00:00:51.600	00:00:52.480	hope
00:00:52.480	00:00:53.199	okay
00:00:53.199	00:00:53.360	should
00:00:53.360	00:00:53.440	we
00:00:53.440	00:00:53.600	go
00:00:53.600	00:00:53.680	to
00:00:53.680	00:00:56.830	my
00:00:56.840	00:00:59.280	office
00:00:59.280	00:00:59.440	what
00:00:59.440	00:00:59.600	a
00:00:59.600	00:01:00.000	lovely
00:01:00.000	00:01:00.879	view
00:01:00.879	00:01:01.039	the
00:01:01.039	00:01:01.520	river's
00:01:01.520	00:01:02.150	beautiful
00:01:02.160	00:01:02.399	isn't
00:01:02.399	00:01:02.950	it
00:01:02.960	00:01:03.359	paris
00:01:03.359	00:01:03.520	is
00:01:03.520	00:01:03.680	so
00:01:03.680	00:01:04.559	romantic
00:01:04.559	00:01:04.720	i
00:01:04.720	00:01:04.960	can't
00:01:04.960	00:01:05.189	believe
00:01:05.199	00:01:05.280	we're
00:01:05.280	00:01:05.439	here
00:01:05.439	00:01:05.760	together
00:01:05.760	00:01:05.920	at
00:01:05.920	00:01:06.390	last
00:01:06.400	00:01:06.799	yes
00:01:06.799	00:01:07.119	it's
00:01:07.119	00:01:08.080	weird
00:01:08.080	00:01:09.200	weird
00:01:09.200	00:01:09.439	it's
00:01:09.439	00:01:10.870	wonderful
00:01:10.880	00:01:11.040	i
00:01:11.040	00:01:11.280	really
00:01:11.280	00:01:11.520	missed
00:01:11.520	00:01:12.240	you
00:01:12.240	00:01:12.479	me
00:01:12.479	00:01:13.910	too
00:01:13.920	00:01:14.080	why
00:01:14.080	00:01:14.240	don't
00:01:14.240	00:01:14.320	we
00:01:14.320	00:01:14.479	sit
00:01:14.479	00:01:21.270	down
00:01:21.280	00:01:21.439	so
00:01:21.439	00:01:21.680	did
00:01:21.680	00:01:21.759	you
00:01:21.759	00:01:21.920	like
00:01:21.920	00:01:22.080	the
00:01:22.080	00:01:22.880	office
00:01:22.880	00:01:23.280	yes
00:01:23.280	00:01:23.510	it's
00:01:23.520	00:01:24.479	great
00:01:24.479	00:01:24.640	how
00:01:24.640	00:01:24.799	do
00:01:24.799	00:01:24.880	you
00:01:24.880	00:01:25.119	get
00:01:25.119	00:01:25.200	on
00:01:25.200	00:01:25.360	with
00:01:25.360	00:01:26.080	everyone
00:01:26.080	00:01:26.640	okay
00:01:26.640	00:01:26.789	but
00:01:26.799	00:01:26.960	we'll
00:01:26.960	00:01:27.670	see
00:01:27.680	00:01:27.920	i've
00:01:27.920	00:01:28.080	only
00:01:28.080	00:01:28.240	been
00:01:28.240	00:01:28.479	here
00:01:28.479	00:01:28.640	three
00:01:28.640	00:01:30.000	weeks
00:01:30.000	00:01:30.159	what
00:01:30.159	00:01:30.310	did
00:01:30.320	00:01:30.479	you
00:01:30.479	00:01:30.640	think
00:01:30.640	00:01:30.799	of
00:01:30.799	00:01:31.590	them
00:01:31.600	00:01:31.840	well
00:01:31.840	00:01:32.000	i
00:01:32.000	00:01:32.320	thought
00:01:32.320	00:01:32.640	shaq
00:01:32.640	00:01:32.799	was
00:01:32.799	00:01:33.040	very
00:01:33.040	00:01:33.520	nice
00:01:33.520	00:01:33.670	and
00:01:33.680	00:01:34.640	nicole
00:01:34.640	00:01:34.799	what
00:01:34.799	00:01:35.119	about
00:01:35.119	00:01:37.119	nicole
00:01:37.119	00:01:37.280	she
00:01:37.280	00:01:37.520	was
00:01:37.520	00:01:38.840	very
00:01:38.840	00:01:40.630	friendly
00:01:40.640	00:01:40.799	you
00:01:40.799	00:01:40.960	know
00:01:40.960	00:01:41.040	we
00:01:41.040	00:01:41.200	have
00:01:41.200	00:01:41.280	to
00:01:41.280	00:01:41.439	keep
00:01:41.439	00:01:41.680	things
00:01:41.680	00:01:41.759	a
00:01:41.759	00:01:43.270	secret
00:01:43.280	00:01:43.520	what
00:01:43.520	00:01:45.030	thanks
00:01:45.040	00:01:45.200	you
00:01:45.200	00:01:45.840	know
00:01:45.840	00:01:46.479	us
00:01:46.479	00:01:46.720	our
00:01:46.720	00:01:48.000	relationship
00:01:48.000	00:01:48.079	i
00:01:48.079	00:01:48.230	don't
00:01:48.240	00:01:48.399	want
00:01:48.399	00:01:48.560	the
00:01:48.560	00:01:48.799	people
00:01:48.799	00:01:48.880	in
00:01:48.880	00:01:49.040	the
00:01:49.040	00:01:49.360	office
00:01:49.360	00:01:49.520	to
00:01:49.520	00:01:49.910	know
00:01:49.920	00:01:50.159	we're
00:01:50.159	00:01:50.960	together
00:01:50.960	00:01:51.200	of
00:01:51.200	00:01:51.520	course
00:01:51.520	00:01:52.560	not
00:01:52.560	00:01:52.720	but
00:01:52.720	00:01:52.870	it
00:01:52.880	00:01:53.040	isn't
00:01:53.040	00:01:53.200	going
00:01:53.200	00:01:53.280	to
00:01:53.280	00:01:53.439	be
00:01:53.439	00:01:54.310	easy
00:01:54.320	00:01:54.880	no
00:01:54.880	00:01:55.040	it
00:01:55.040	00:01:57.429	isn't
00:01:57.439	00:01:57.680	how's
00:01:57.680	00:01:57.759	the
00:01:57.759	00:01:58.719	hotel
00:01:58.719	00:01:58.960	well
00:01:58.960	00:01:59.119	it's
00:01:59.119	00:01:59.439	okay
00:01:59.439	00:01:59.600	i
00:01:59.600	00:02:00.149	guess
