A	00:00:06.191	00:00:07.549	would you like a drink, sir?
B	00:00:08.720	00:00:10.320	yes, a diet coke, please.
A	00:00:10.320	00:00:11.589	ice and lemon?
B	00:00:11.599	00:00:12.339	just lemon.
A	00:00:23.000	00:00:24.720	Here you are.
B	00:00:24.720	00:00:25.196	thank you.

A	00:00:32.480	00:00:33.680	coffee? tea?
B	00:00:33.680	00:00:34.408	coffee, please.
A	00:00:41.840	00:00:42.399	milk.
B	00:00:42.399	00:00:43.086	yes, please.
A	00:00:45.440	00:00:46.079	sugar?
B	00:00:46.079	00:00:46.785	no, thanks.
A	00:00:51.280	00:00:52.011	here you are.
B	00:00:52.389	00:00:52.952	thanks.

C	00:01:06.400	00:01:07.200	hello.
C	00:01:07.200	00:01:08.479	are you mark ryder?
B	00:01:08.479	00:01:09.670	yes. are you alie?
C	00:01:09.680	00:01:10.400	yes, i am.
B	00:01:10.400	00:01:11.119	nice to meet you.
C	00:01:11.119	00:01:11.670	and you.
C	00:01:11.680	00:01:13.030	welcome to the Uk.
C	00:01:13.040	00:01:14.799	your hotel's in the city center.
B	00:01:14.799	00:01:15.600	how far is it?
C	00:01:15.600	00:01:17.990	it's about thirty minutes if the traffic's okay.
B	00:01:18.000	00:01:18.720	great!
C	00:01:18.720	00:01:20.240	would you like a coffee first?
B	00:01:20.240	00:01:21.350	no, i'm fine, thanks.
C	00:01:21.360	00:01:21.760	all right.
C	00:01:21.680	00:01:22.560	let's go.
C	00:01:22.560	00:01:24.240	my car's in the car park.
C	00:01:24.240	00:01:25.590	can i help you with your bags?
B	00:01:25.600	00:01:27.190	no, it's okay, thanks.

D	00:01:29.200	00:01:30.079	good evening sir.
B	00:01:30.079	00:01:30.560	hello.
B	00:01:30.560	00:01:31.680	i have a reservation.
B	00:01:31.680	00:01:33.350	my name is mark Ryder.
D	00:01:33.360	00:01:34.767	can you spell that, please?
B	00:01:34.869	00:01:36.440	r-y-d-e-r.
D	00:01:38.560	00:01:40.159	for five nights.
B	00:01:40.159	00:01:41.119	yes, that's right.
