A	00:00:18.382	00:00:20.625	hello mr. Brown's office.
B	00:00:20.718	00:00:22.478	yes. is mr. Brown in?
A	00:00:23.138	00:00:24.798	um just a moment please.
A	00:00:26.820	00:00:28.947	no, I'm sorry he isn't in.
B	00:00:29.102	00:00:29.917	where is he?
A	00:00:30.489	00:00:32.586	uh... I think he's in a meeting.
B	00:00:32.747	00:00:33.767	in a meeting?
A	00:00:33.854	00:00:35.440	yes, I think so.
B	00:00:35.826	00:00:37.748	will he be back by two o'clock?
A	00:00:37.857	00:00:39.250	yes, I think so.
B	00:00:39.589	00:00:41.030	ok. well, thank you.
A	00:00:41.118	00:00:41.909	you're welcome.
A	00:00:51.880	00:00:53.079	come in.
C	00:00:53.637 	00:00:54.380	hi Sheila!
A	00:00:54.392	00:00:55.269	hi Sue!
C	00:00:55.561	00:00:57.514	does mr. Brown have a meeting tomorrow?
A	00:00:57.570	00:01:00.114	um... I think he has a meeting.
C	00:01:00.643	00:01:02.297	um, can you check?
A	00:01:02.546	00:01:04.064	no, I can't.
C	00:01:04.213	00:01:05.258	why not?
A	00:01:05.370	00:01:06.639	my nails are wet.
C	00:01:08.586	00:01:09.600	can I check?
A	00:01:09.855	00:01:10.526	sure.
C	00:01:11.422	00:01:12.286	thanks.
C	00:01:15.315	00:01:18.904	yes. he does have a meeting tomorrow.
C	00:01:19.060	00:01:20.086	thanks, Sheila.
A	00:01:20.148	00:01:21.753	you're welcome, Sue. bye.
C	00:01:21.772	00:01:22.406	bye.

A	00:01:39.896	00:01:41.812	hello, mr. Brown's office.
A	00:01:42.707	00:01:45.046	hello, hello...
A	00:01:56.242	00:01:58.406	hello, mr. Brown's office.
D	00:01:59.066	00:02:01.180	Sheila! this is mr. brown.
A	00:02:01.236	00:02:03.289	oh, hello mr. brown.
D	00:02:03.861	00:02:06.504	Sheila! do I have a meeting tomorrow?
A	00:02:06.616	00:02:09.129	um. I think you have a meeting tomorrow.
D	00:02:10.118	00:02:11.717	what time is my meeting?
A	00:02:11.972	00:02:13.869	um, I'm not sure.
D	00:02:14.926	00:02:16.102	well, can you check?
A	00:02:16.462	00:02:18.639	sure, mr. brown,just a moment.
D	00:02:25.108	00:02:26.899	hello! Sheila!
A	00:02:27.303	00:02:29.679	yes, mr. brown. just a moment, please.
A	00:02:40.657	00:02:45.335	hello, mr. Brown. hello, hello!
A	00:02:49.775	00:02:52.425	I think I need a new job.

E	00:03:08.802	00:03:11.004	jane, I like you.
F	00:03:11.638	00:03:13.678	I like you too, Dave.
E	00:03:14.194	00:03:15.289	no kidding.
E	00:03:15.737	00:03:17.155	I really like you.
F	00:03:17.665	00:03:19.430	I like you, too.
E	00:03:19.139	00:03:21.534	no, you don't understand.
E	00:03:22.442	00:03:23.910	I like you a lot.
F	00:03:24.302	00:03:26.559	Dave, I like you a lot, too.
E	00:03:26.653	00:03:27.349	really?
F	00:03:27.536	00:03:28.058	yes.
E	00:03:29.172	00:03:29.924	janny!
F	00:03:30.098	00:03:31.019	what dave?
E	00:03:31.840	00:03:34.763	janny! I love you.
F	00:03:35.653	00:03:37.544	I love you,too,dave.
E	00:03:37.693	00:03:39.105	you love me, too?
F	00:03:39.204	00:03:40.056	yes.
E	00:03:41.027	00:03:42.582	I'm so happy.
F	00:03:43.552	00:03:45.206	I'm happy, too, dave.
E	00:03:45.903	00:03:49.597	I'm so happy Janny,I want to sing.
E	00:03:52.278	00:03:54.014	I want to sing, Janny.
E	00:03:54.175	00:03:55.805	don't you want to sing?
F	00:03:55.886	00:03:59.164	no I want to eat.I'm hungry.
E	00:03:59.991	00:04:01.073	Oh, Janny!

G	00:04:10.546	00:04:13.936	oh! this clock is beautiful!
A	00:04:14.047	00:04:15.447	yes, it is.
G	00:04:15.889	00:04:17.052	who's this for?
A	00:04:17.126	00:04:18.575	that's for my aunt.
G	00:04:18.737	00:04:24.602	oh! and this photo album.
G	00:04:24.646	00:04:26.916	oh, it's so nice,who's this for?
A	00:04:26.966	00:04:28.148	that's for my uncle.
G	00:04:28.247	00:04:29.410	Oh, your uncle!
G	00:04:31.065	00:04:32.558	and this diary.
G	00:04:32.688	00:04:33.677	who is this for?
A	00:04:33.746	00:04:35.991	the diary that's for my boss.
G	00:04:39.779	00:04:41.831	and this book,who is this for?
A	00:04:43.131	00:04:43.902	that one?
A	00:04:44.039	00:04:46.938	oh,that one is for my brother.
G	00:04:47.392	00:04:51.043	oh. and this telephone,who is for?
A	00:04:51.093	00:04:54.246	oh, yeah. that telephone is for my sisters.
A	00:04:54.283	00:04:56.180	she loves talking on the telephone.
G	00:04:58.071	00:05:02.381	oh, oh! this watch!
G	00:05:02.512	00:05:05.317	oh! it's beautiful.
A	00:05:05.348	00:05:06.250	do you like it?
G	00:05:06.319	00:05:08.309	oh! it's really nice.
A	00:05:09.118	00:05:10.641	that's for my mom.
G	00:05:14.529	00:05:15.462	what's this?
A	00:05:15.742	00:05:17.116	oh! that's Cologne.
G	00:05:18.236	00:05:19.505	oh! who's this for?
A	00:05:19.598	00:05:20.668	that's for my dad.
G	00:05:23.585	00:05:24.866	what are these?
A	00:05:24.953	00:05:28.523	oh! those are presents for my friends.
G	00:05:28.629	00:05:29.456	for your friends?
A	00:05:29.506	00:05:31.764	yeah. this one is for mark.
G	00:05:32.392	00:05:34.457	oh! and who's this for?
A	00:05:34.581	00:05:36.684	um..., this one is for bill. 
G	00:05:37.548	00:05:38.599	oh,it's pretty.
G	00:05:39.134	00:05:40.179	and this one is for?
A	00:05:40.223	00:05:42.263	and this one is for Karen.
G	00:05:42.966	00:05:45.534	oh! I... i see.
A	00:05:46.554	00:05:49.080	and this one's for you.
G	00:05:49.098	00:05:51.362	oh!... anne!

C	00:06:05.239	00:06:06.881	why do you like the beach?
J	00:06:08.691	00:06:10.544	because it's quiet!
C	00:06:13.700	00:06:18.045	it's not quiet here,it's noisy.
J	00:06:18.767	00:06:21.404	well, why do you like the bench?
C	00:06:22.225	00:06:23.643	hmm... because it's sunny.
J	00:06:25.988	00:06:27.419	it's not sunny.
J	00:06:27.543	00:06:28.420	it's cloudy.
J	00:06:28.899	00:06:30.982	and why did you choose this hotel?
C	00:06:31.119	00:06:32.525	because it's cheap.
J	00:06:34.049	00:06:36.779	yes. it's cheap and it's noisy.
C	00:06:37.762	00:06:41.457	it's not too noisy and it's near the beach.
J	00:06:42.744	00:06:44.971	why did you choose this Beach?
C	00:06:45.182	00:06:48.286	because it's not too far from the city.

C	00:06:51.582	00:06:53.940	why did you choose this steak?
J	00:06:55.134	00:06:57.852	because it's delicious.hmm!
C	00:07:00.558	00:07:04.271	yes. it's delicious but it's expensive.
K	00:07:06.560	00:07:07.524	excuse me sir.
J	00:07:07.698	00:07:08.164	yes.
K	00:07:08.395	00:07:09.707	is this the wine that you've ordered?
J	00:07:09.775	00:07:10.497	yes it is.
K	00:07:10.650	00:07:11.440	ok.
C	00:07:13.314	00:07:16.113	and why did you choose that wine?
J	00:07:16.387	00:07:20.044	because it's French,I like French wine very much.

L	00:07:31.632	00:07:32.994	hi dad!
D	00:07:33.858	00:07:35.718	oh, hi Sue. how are you?
L	00:07:36.029	00:07:37.926	I'm fine, dad. thanks.
D	00:07:38.355	00:07:39.804	that's good.
L	00:07:40.737	00:07:41.527	dad!
D	00:07:42.106	00:07:43.188	yes, dear.
L	00:07:43.319	00:07:44.998	I don't want to bother you.
D	00:07:45.197	00:07:47.150	oh, you're not bothering me.
L	00:07:48.114	00:07:52.549	well, dad!I... I need a new shirt for school.
D	00:07:54.421	00:07:55.889	ok.
D	00:08:01.624	00:08:04.143	here's thirty will that be enough?
L	00:08:04.236	00:08:05.492	oh! it's enough.
L	00:08:05.542	00:08:07.694	thanks dad,you're the greatest!
D	00:08:07.874	00:08:10.412	I love you and I want you to be happy.
L	00:08:10.953	00:08:13.870	I love you, too, dad. bye.
D	00:08:14.020	00:08:14.872	goodbye!
L	00:08:22.255	00:08:23.318	hi dad!
L	00:08:24.892	00:08:25.968	how are you?
D	00:08:26.447	00:08:27.510	I'm fine.
L	00:08:28.431	00:08:34.787	dad... um... I... I need a new shirt for school and...
D	00:08:35.820	00:08:37.120	what do you want?
L	00:08:37.425	00:08:38.961	can I borrow some money?
D	00:08:39.732	00:08:40.864	go ask your mother.
L	00:08:40.945	00:08:42.973	I've already asked her.
D	00:08:44.702	00:08:46.493	hold on. all right,how much?
L	00:08:47.128	00:08:48.278	thirty dollars.
D	00:08:48.962	00:08:51.618	thirty dollars that's too much!
L	00:08:51.674	00:08:52.949	but dad...!
D	00:08:57.844	00:08:59.032	here's twenty.
L	00:08:59.461	00:09:00.649	only twenty.
L	00:09:01.128	00:09:02.578	that's not enough.
D	00:09:03.044	00:09:05.121	well, go out and get a job then.

N	00:09:21.448	00:09:22.823	you know you're very pretty.
A	00:09:22.966	00:09:23.669	pardon me?
N	00:09:23.843	00:09:25.417	I said you're very pretty.
A	00:09:25.454	00:09:27.314	oh, no. I'm not.
N	00:09:27.438	00:09:28.850	oh, yes, you're beautiful.
A	00:09:29.988	00:09:32.887	well, thank you. you're very nice.
N	00:09:32.961	00:09:34.504	I like your long hair.
A	00:09:34.983	00:09:35.567	really?
N	00:09:36.021	00:09:37.993	I don't like women with short hair.
P	00:09:38.770	00:09:40.835	excuse me!would you like another drink, sir?
N	00:09:41.047	00:09:43.099	yes, please and one for the lady.
A	00:09:43.149	00:09:44.766	Oh, No. thank you.
N	00:09:44.847	00:09:45.929	come on just one.
A	00:09:46.477	00:09:49.636	well, ok. thank you very much!
