A	00:00:06.530	00:00:07.310	ok.
A	00:00:07.310	00:00:08.250	your name!
A	00:00:08.250	00:00:09.480	what's your name?
A	00:00:09.230	00:00:13.240	what's your name?
B	00:00:13.240	00:00:14.980	uh, brown.
B	00:00:14.990	00:00:16.480	Jack Brown.
A	00:00:16.480	00:00:17.333	ok.
A	00:00:17.333	00:00:19.320	and what is your address?
B	00:00:21.244	00:00:23.351	three-twenty-five.
A	00:00:23.351	00:00:24.625	what?
B	00:00:24.625	00:00:27.040	three-twenty-five Park Street.
A	00:00:27.040	00:00:27.870	good.
A	00:00:27.880	00:00:30.670	and what is your phone number?
B	00:00:30.670	00:00:35.160	five four three- two one zero zero.
A	00:00:34.760	00:00:39.700	five four three one two zero zero
B	00:00:38.330	00:00:38.630	no.
B	00:00:38.630	00:00:39.700	no.
B	00:00:39.700	00:00:45.240	five four three two one zero zero.
A	00:00:44.370	00:00:45.290	ok.
A	00:00:45.290	00:00:46.099	ok.
A	00:00:46.099	00:00:47.760	now, what's your job?
B	00:00:47.829	00:00:49.509	I'm a thief.
A	00:00:49.509	00:00:53.079	you are a thief.
A	00:00:53.079	00:00:54.079	ok.
A	00:00:54.079	00:00:55.240	next
A	00:00:57.799	00:00:59.259	oh.
A	00:00:59.259	00:01:00.480	excuse me!
C	00:01:00.824	00:01:01.669	oh, no.
C	00:01:01.669	00:01:03.000	excuse me.
C	00:01:03.550	00:01:04.550	um.
C	00:01:04.550	00:01:06.440	are you a secretary here?
A	00:01:06.440	00:01:08.160	yes, I am.
C	00:01:07.910	00:01:09.336	oh.
C	00:01:09.336	00:01:10.880	I'm a policeman.
C	00:01:10.880	00:01:12.218	um.
C	00:01:12.219	00:01:13.480	what's your name?
A	00:01:13.250	00:01:15.170	my name is Judy.
A	00:01:15.170	00:01:16.880	what's your name?
C	00:01:16.699	00:01:18.320	my name is Bob.
C	00:01:18.549	00:01:21.800	Judy, could I have your phone number?
A	00:01:21.890	00:01:22.610	sure.
A	00:01:22.610	00:01:26.240	it's four three two um...
A	00:01:25.689	00:01:28.920	oh, excuse me, Bob.
C	00:01:29.170	00:01:30.760	bye, Judy.

D	00:01:34.350	00:01:44.560	hello!
B	00:01:44.420	00:01:46.360	hi Bill!
B	00:01:46.568	00:01:48.110	this is Jack.
D	00:01:48.110	00:01:49.110	Jack?
D	00:01:49.110	00:01:51.000	Jack Brown?
B	00:01:51.380	00:01:53.640	yes,it's me,jack.
D	00:01:54.080	00:01:56.180	how are you, jack?
B	00:01:56.190	00:01:57.690	I'm fine.
B	00:01:57.690	00:01:59.120	thanks.
B	00:01:59.120	00:02:00.410	well...
B	00:02:00.410	00:02:03.840	no, no, I'm not fine.
D	00:02:09.680	00:02:11.640	Jack, where are you?
B	00:02:12.680	00:02:14.240	well, bill.
B	00:02:14.240	00:02:16.370	I'm in jail.
D	00:02:16.370	00:02:19.000	in jail?
B	00:02:17.970	00:02:20.680	in jail.
D	00:02:20.680	00:02:24.270	uh, where is the jail?
B	00:02:24.270	00:02:28.400	it's here in New York on River Road.
D	00:02:29.040	00:02:30.666	what's the address?
B	00:02:30.667	00:02:31.570	I don't know.
B	00:02:31.570	00:02:33.130	wait a minute!
B	00:02:33.130	00:02:35.320	hey, what's the address here?
A	00:02:35.320	00:02:38.460	it's seven-forty-nine river road.
B	00:02:38.460	00:02:44.640	bill, yeah it's seven-forty-nine River Road.
D	00:02:43.930	00:02:46.440	and what's the phone number?
B	00:02:46.199	00:02:47.640	phone number?
B	00:02:47.650	00:02:48.609	wait a minute!
B	00:02:48.609	00:02:51.280	hey and what's the phone number here?
A	00:02:51.280	00:02:56.009	it's six three two five four zero one.
B	00:02:56.009	00:03:03.639	bill the number is six three two five four zero one, ok?
D	00:03:03.639	00:03:07.680	six three two five four zero one.
B	00:03:07.090	00:03:07.757	yeah.
B	00:03:07.757	00:03:08.730	that's right.
D	00:03:08.740	00:03:10.371	ok, bye jack.
B	00:03:10.371	00:03:11.307	wait, wait, wait a minute!
B	00:03:11.307	00:03:12.520	hey, bill, bill.
B	00:03:12.520	00:03:15.920	you've got to help me please come here now.
D	00:03:15.920	00:03:17.440	um.
D	00:03:17.440	00:03:18.960	I can't I'm busy.
B	00:03:18.870	00:03:21.680	busy, what are you doing?
D	00:03:21.460	00:03:22.719	I'm swimming.
D	00:03:22.719	00:03:23.480	bye jack.

E	00:03:36.169	00:03:37.813	Sally!
E	00:03:37.813	00:03:39.480	I'm so happy.
A	00:03:39.229	00:03:41.090	why are you so happy?
E	00:03:41.100	00:03:43.800	I'm going to France tomorrow.
A	00:03:43.370	00:03:44.920	France?
A	00:03:44.479	00:03:46.410	how are you going there?
E	00:03:46.410	00:03:48.880	I'm going by airplane.
A	00:03:48.419	00:03:50.989	oh, that's so exciting!
A	00:03:50.999	00:03:52.440	how long will you stay?
E	00:03:52.249	00:03:55.820	I'll stay in France for two weeks.
A	00:03:55.820	00:03:56.820	wow.
A	00:03:56.820	00:03:59.100	that's a long time.
E	00:03:59.100	00:04:01.040	I'm so happy.
A	00:04:00.620	00:04:03.280	how expensive is France?
E	00:04:03.139	00:04:05.400	how expensive?
E	00:04:04.830	00:04:07.320	I don't know.
E	00:04:07.320	00:04:08.800	why?
A	00:04:08.249	00:04:12.249	I think it's quite expensive in France.
E	00:04:12.259	00:04:13.840	really?
A	00:04:13.289	00:04:15.680	how much is your hotel?
E	00:04:15.770	00:04:19.880	well, I I'm not sure.
A	00:04:19.729	00:04:22.640	how far is your hotel from Paris?
E	00:04:22.590	00:04:27.390	I don't know how far it is from Paris.
A	00:04:27.390	00:04:29.120	how much is the Train?
E	00:04:29.120	00:04:31.140	oh, Sally.
E	00:04:31.140	00:04:33.080	I don't know.
A	00:04:32.819	00:04:34.260	and the taxis.
A	00:04:34.260	00:04:36.400	how expensive are the taxis?
E	00:04:36.300	00:04:38.240	taxis?
E	00:04:38.450	00:04:40.760	I'm not...
A	00:04:41.580	00:04:42.751	and the food?
A	00:04:42.751	00:04:44.550	how expensive is the food?
E	00:04:44.550	00:04:48.160	oh,I just don't know.
E	00:04:47.610	00:04:49.760	Oh, Sally.
E	00:04:49.760	00:04:52.440	I'm so sad!

B	00:04:57.940	00:05:00.760	how long am I going to be in here?
C	00:05:00.770	00:05:02.520	a long time.
B	00:05:02.460	00:05:04.800	how long?
C	00:05:04.800	00:05:07.260	um I really don't know.
B	00:05:07.260	00:05:10.200	can you check for me, please?
C	00:05:09.970	00:05:10.420	ok.
C	00:05:10.420	00:05:11.480	yeah.
B	00:05:13.320	00:05:16.240	how long is this going to take?
C	00:05:16.450	00:05:17.530	not long.
C	00:05:17.530	00:05:18.520	just a minute!
B	00:05:18.400	00:05:20.000	how long?
C	00:05:19.780	00:05:20.832	just a minute!
